Minisector,HAM,BOT,Fastest
0,301.6355775344821,299.63077289689863,HAM
1,257.952850430279,256.473633237357,HAM
2,203.4942081580194,206.43973042748584,BOT
3,269.39527286768856,268.2324823990324,HAM
4,234.22765346554934,232.91086275808013,HAM
5,122.27322626939697,120.55425003760502,HAM
6,186.1317506497318,187.80293783851073,BOT
7,261.773497836351,260.3335592467559,HAM
8,292.15516898888916,288.8165651824973,HAM
9,304.05847492936545,302.7560567480626,HAM
10,309.4159798971263,305.71267345222697,HAM
11,231.7201893884114,226.9065046606665,HAM
12,148.86884089316766,148.20886363289046,HAM
13,260.5629515234795,257.3596261375582,HAM
14,292.6658526671684,289.86559847005424,HAM
15,303.8573768670496,300.97179482557885,HAM
16,301.4398245726005,295.5488558327831,HAM
17,271.8103033280222,271.58183491742017,HAM
18,194.58404147367148,194.57285096621126,HAM
19,196.38725529399667,194.10825103340323,HAM
20,190.26649674926836,191.01055244320315,BOT
21,255.85679088821158,252.4763853313687,HAM
22,131.44491525075134,129.62958706214403,HAM
23,196.66006110110044,199.84274775922455,BOT
24,278.0728177682267,277.3197216744234,HAM
25,292.6916672,,HAM
