Minisector,VER,NOR,Fastest
0,294.60042982617733,293.85348933875076,VER
1,308.2170832059259,306.55837329109437,VER
2,312.81507789444055,313.7730476381699,NOR
3,315.239000192,314.31083322666666,VER
4,184.67360545393416,190.90550432573477,NOR
5,217.20296244311763,211.71372754364532,VER
6,269.91815428571425,268.3861669005848,VER
7,262.5445688465876,271.60837317155557,NOR
8,185.39013423972247,193.3049609351065,NOR
9,142.89305874353875,142.3151122863413,VER
10,178.7636438927473,182.75437543675574,NOR
11,256.1953962502618,261.5988464069264,NOR
12,247.08079405756106,247.17273755692435,NOR
13,225.38012413675503,231.01250941849804,NOR
14,263.9209198041366,272.053584616127,NOR
15,160.4956008859152,163.84392986340134,NOR
16,220.10413735963223,220.9137942912,NOR
17,238.61102867712307,232.6723452253262,VER
18,132.37131296922306,131.5540433297143,VER
19,236.43036333108415,241.3023934193963,NOR
20,280.0112992137143,282.5880202600151,NOR
21,244.24969578567305,237.91676506131517,VER
22,136.06328044723512,138.4444055259259,NOR
23,201.3006803212069,204.7990675098533,NOR
24,269.8164980814368,271.88332882539686,NOR
25,284.01500032,,VER
