Minisector,LEC,RUS,Fastest
0,296.96066576311716,298.2225074952657,RUS
1,160.9238371303738,164.16274690398532,RUS
2,149.57116591895297,157.1810052797581,RUS
3,231.9778338631769,228.35152345991986,LEC
4,288.10557096347827,284.22683408618514,LEC
5,291.2338359205696,291.43174546204443,RUS
6,149.17574087566814,148.8701909528337,LEC
7,146.08247496639342,152.2663722352548,RUS
8,140.76210616935055,145.64360487308068,RUS
9,191.8540416541799,191.26094997134118,LEC
10,142.69292044828967,131.73456212641292,LEC
11,123.04699972797341,127.1707899750744,RUS
12,166.38077948322552,176.99427354967153,RUS
13,270.34707037965103,270.21110163810073,LEC
14,295.603351851719,293.1423847775661,LEC
15,149.90433068336463,144.88310825737133,LEC
16,197.6807614825563,208.16625597220064,RUS
17,174.01352267773703,184.08913302041503,RUS
18,271.80624783605595,276.15706868136846,RUS
19,297.64876665681516,296.64523695030306,LEC
20,311.94194501035906,307.6570587806998,LEC
21,319.21636905629316,314.0100065131313,LEC
22,324.0672299427651,317.67905860432904,LEC
23,326.5491072,319.3984312163265,LEC
24,327.2484617499944,319.969022556391,LEC
