Minisector,HAM,LEC,Fastest
0,232.04186661245154,237.54768283061009,LEC
1,281.2855932110255,287.59235618622307,LEC
2,295.38624056074474,303.1949699899354,LEC
3,302.50407716130707,309.9636157013151,LEC
4,277.8005062885794,268.6471653681669,HAM
5,174.54457065078898,171.31254093332274,HAM
6,262.62678239461695,267.0585447383432,LEC
7,278.41908932931705,285.77874890927865,LEC
8,224.78829994395673,222.2567149312575,HAM
9,221.67810273908657,222.59979532305854,LEC
10,193.71973441112002,186.73406426693091,HAM
11,228.27944053674523,227.36564670164577,HAM
12,213.4175949349278,210.10467507771915,HAM
13,223.369713972983,217.81807828087491,HAM
14,224.64014771213706,225.5413245282002,LEC
15,187.42328840589832,184.0339075978282,HAM
16,247.64884646891662,251.21684321173103,LEC
17,284.8424519907042,291.6374438802472,LEC
18,296.34466210443435,305.56369056507936,LEC
19,287.08811714326015,301.9938178500644,LEC
20,137.79162501304373,133.22062476825604,HAM
21,168.6495385750066,168.55480377913383,HAM
22,153.06353750405137,146.86617540722506,HAM
23,210.28789848640062,215.76972676357516,LEC
24,150.6893287676846,147.5234915355961,HAM
25,185.6,184.39906065632013,HAM
