Minisector,SAI,RUS,Fastest
0,247.03045579130435,241.16573698033795,SAI
1,283.1650904032455,272.17831581698164,SAI
2,172.10626305158405,172.84490319314224,RUS
3,153.96977037577054,145.0149700738926,SAI
4,256.84786439903235,255.06820312699568,SAI
5,270.52029810457225,267.30865057391304,SAI
6,223.49621379124798,238.2490170600414,RUS
7,202.93445550239738,216.10612286244026,RUS
8,159.13808635501184,157.76995070150426,SAI
9,209.79457359113678,213.0956494567619,RUS
10,273.4009427161482,266.02664274618934,SAI
11,124.26814229814171,123.55652708322994,SAI
12,202.5067891722046,199.25915886733105,SAI
13,270.18307157281265,265.2910457730486,SAI
14,292.20416914189894,285.7178956293334,SAI
15,302.2983332495238,289.95845546755555,SAI
16,231.7553519704435,244.54257924263862,RUS
17,132.60924538936757,131.94139946271568,SAI
18,129.4282168555215,132.15454948330384,RUS
19,116.6575243021261,122.87527546441292,RUS
20,226.81036905523587,224.32782660534872,SAI
21,260.7100314362323,254.07566454522407,SAI
22,231.0529798163811,246.74076652455489,RUS
23,215.12024245486703,222.55460974398773,RUS
24,136.94935101261,136.4734360082175,SAI
25,214.0,211.53981155555553,SAI
