Minisector,VER,LEC,Fastest
0,288.68017515391284,287.581810932321,VER
1,305.94184450569105,305.21720411390345,VER
2,309.8872785603628,305.6606829950938,VER
3,198.8235196555884,201.8198385583473,LEC
4,235.23910436658687,234.0118638455944,VER
5,226.421482400057,223.39987038384928,VER
6,209.84272314712481,205.13256333063427,VER
7,237.32293833120625,228.49358913795734,VER
8,272.260378195671,265.9606639579613,VER
9,275.78073869765086,277.2511915423084,LEC
10,174.1701330376568,176.61668690591407,LEC
11,240.72052317836224,237.40009560915985,VER
12,117.48098553754957,121.06820534257054,LEC
13,226.48933943159267,221.31305989250663,VER
14,278.9621494350914,278.03097547826087,VER
15,293.0825899873621,293.924589202963,LEC
16,222.5789007210604,226.4788249579233,LEC
17,186.7039610511123,186.79723746441627,LEC
18,268.41209670342414,269.10041577600856,LEC
19,293.7964999953168,293.4898307456,VER
20,305.2087712879184,304.94110489275363,VER
21,306.4350172844444,305.9977121325397,VER
22,267.8352994813473,263.43386691148424,VER
23,116.76530054434669,122.12586074953184,LEC
24,243.45726233913996,250.7516673980875,LEC
