Minisector,NOR,STR,Fastest
0,274.4910276063492,276.24189986938774,STR
1,294.77466958444506,298.5210548733654,STR
2,290.74183325866665,289.9912143908571,NOR
3,187.24597082143208,177.51160070889938,NOR
4,116.46859981529934,115.40226316130624,NOR
5,236.33888330603816,234.27446110967742,NOR
6,280.82126390165325,283.0934466472836,STR
7,291.3691522778594,292.23516727466665,STR
8,178.59179489780294,170.67438756039277,NOR
9,135.98546489620603,138.0995390362761,STR
10,248.63499606567473,247.9287344183908,NOR
11,285.7297694479168,289.6902699999169,STR
12,297.5765556398268,302.2971668906667,STR
13,279.56002635152606,272.9121452882649,NOR
14,293.51311912228573,292.4165919428571,NOR
15,290.8768128857515,299.9645351411587,STR
16,243.07177386666666,249.24521884269294,STR
17,222.94086796493286,210.14767981462012,NOR
18,276.171191964921,274.1947525135802,NOR
19,295.90356755875257,298.7979962001941,STR
20,294.70524460485495,297.61596874245845,STR
21,227.37382175834648,228.42277473252818,STR
22,253.87126664247646,250.14852760664243,NOR
23,136.9243204977607,135.106687902063,NOR
24,210.04080580988557,206.33112155146782,NOR
25,256.2875008,258.0166656,STR
