Minisector,NOR,HAM,Fastest
0,322.7198438242229,327.45466000761905,HAM
1,331.95845251555556,335.65543864140346,HAM
2,335.92220395789474,333.41734562735934,NOR
3,181.88511458140587,205.79675130698308,HAM
4,141.77033442382694,132.41074140464946,NOR
5,270.63421040730094,265.0245345158095,NOR
6,303.45495280357864,305.4162878093456,HAM
7,313.88761947468674,319.9753661462857,HAM
8,275.9312683552841,292.98447912796536,HAM
9,156.20610623433706,146.971620347079,NOR
10,231.11877475866874,230.56296510134453,NOR
11,235.38305004217577,227.20733211222856,NOR
12,210.55269320907064,207.35155808311026,NOR
13,273.7729083011142,272.010380476182,NOR
14,308.4176959077937,307.93588029381255,NOR
15,317.5751653434921,322.7245568435513,HAM
16,275.8742781852923,276.34720415440637,HAM
17,222.46194869085045,214.37844477667366,NOR
18,279.8724390098392,277.5851620203948,NOR
19,309.8641573110809,312.86396148763504,HAM
20,323.20225667669604,325.54902599480516,HAM
21,310.85793554285715,314.1547577136246,HAM
22,224.89703304959014,219.07757320125344,NOR
23,270.51271071560444,271.3172396335551,HAM
24,309.14449538037707,307.9890965205454,NOR
25,316.35338218508616,319.6111104,HAM
