Minisector,VER,ALB,Fastest
0,279.35518294222226,278.24945950281824,VER
1,297.5620090724894,299.70665926557,ALB
2,298.272529389811,298.11719886980416,VER
3,187.00453195471195,184.2841926886062,VER
4,119.80701883148336,118.43029012463684,VER
5,236.25323988524397,236.12957867913968,VER
6,285.31539146593104,282.1961988494964,VER
7,294.40081822857144,299.23242383481,ALB
8,169.7917909642245,174.85757542427118,ALB
9,142.0037676290619,142.21058292932105,ALB
10,251.33225140029361,252.0818043162926,ALB
11,292.64412235950306,292.13693166572597,VER
12,298.2798522587508,304.06446394122446,ALB
13,279.4706373499034,278.095506805857,VER
14,304.101607374043,304.40001474075007,ALB
15,306.5223861597691,302.9118658025875,VER
16,246.50169862921908,242.85927643503862,VER
17,225.02859186089373,214.8942608198451,VER
18,284.74152275331585,279.1541313846314,VER
19,309.74505424098766,307.7393824427356,VER
20,316.81125385452714,313.4173296809877,VER
21,236.099122524,230.40588378184333,VER
22,260.3579118092929,259.3289318971524,VER
23,136.7517140805243,135.03841800130752,VER
24,209.46932176027488,219.7880142420896,ALB
25,261.1071451428572,,VER
