Minisector,NOR,ALO,Fastest
0,293.7219849658483,289.02212938235095,NOR
1,297.61201383269844,290.8344395920772,NOR
2,158.30731140691864,157.65576173800093,NOR
3,223.7675557584314,216.1486029512155,NOR
4,273.00879491947956,270.16606634871465,NOR
5,294.0117904175824,292.7202615365079,NOR
6,304.9210671902041,302.81334058353684,NOR
7,170.32775946615928,160.20942565229055,NOR
8,136.24132270727208,124.71329177732048,NOR
9,250.5347003071522,249.09752501051148,NOR
10,285.7466986773333,283.26641202796316,NOR
11,296.6103913677675,293.1729756363636,NOR
12,144.39063216414166,137.11279015607298,NOR
13,193.07327813175343,196.58850459281012,ALO
14,259.0652911117576,250.85165752323232,NOR
15,200.54196536507936,193.2076596141153,NOR
16,219.91191826123324,204.0816122959707,NOR
17,215.16390340102564,202.57294429716805,NOR
18,249.5850516754838,239.5383232,NOR
19,279.99807043160496,273.600181938636,NOR
20,296.62709414603177,293.02162283789477,NOR
21,269.48193639619046,262.93964727578947,NOR
22,220.7569754593524,206.67216985375026,NOR
23,200.16495824,191.794405524976,NOR
24,264.7546632228572,263.926837196705,NOR
