Minisector,VER,RIC,Fastest
0,235.51600593748864,237.56488069596648,RIC
1,284.93366626133337,283.913571072,VER
2,299.4076666819048,297.95394273524744,VER
3,303.1604167111111,305.61818841043475,RIC
4,271.0021038576538,255.28802293086687,VER
5,169.59392200221484,171.03420627772357,RIC
6,264.12082825393014,263.7694785594959,VER
7,283.029999872,283.5012590358974,RIC
8,212.78995105065945,212.2112084985034,VER
9,222.3004831580402,225.87968642380952,RIC
10,183.07887509435565,179.08061042666665,VER
11,228.24548887445675,227.33672508197162,VER
12,208.8970740345679,201.77128420900902,VER
13,217.47376443648227,208.478617551393,VER
14,223.20410844292772,221.03451814761905,VER
15,177.9362452476111,179.16738393210665,RIC
16,247.6613030592819,249.22333149328853,RIC
17,287.40788064914284,288.2941837444444,RIC
18,302.177833216,301.59227997975904,VER
19,294.2222240888889,292.0852356034973,VER
20,131.68841460952382,130.31839360761307,VER
21,162.85817933037626,150.92760897667634,VER
22,148.47892751580514,156.4808233733448,RIC
23,204.56556267537414,201.87379234738702,VER
24,145.9797071982381,150.10651689791166,RIC
25,180.49166293333334,190.2,RIC
