Minisector,BOT,NOR,Fastest
0,288.81907527249746,291.83077241021596,NOR
1,297.77242082696966,303.08261266766914,NOR
2,303.00187977944864,309.3583958536341,NOR
3,305.9050438736842,300.1413963015139,BOT
4,193.10295893333333,165.48738456296297,BOT
5,228.04475326105353,210.85850204507412,BOT
6,257.22833397398784,234.74349926399998,BOT
7,274.581547784127,267.13294835459226,BOT
8,269.2139840710834,244.17327430062113,BOT
9,178.0517493904762,164.3208511273634,BOT
10,236.97554630934337,229.50588210590476,BOT
11,142.55750050666666,134.06960078198617,BOT
12,227.73583388626116,231.51165502857143,NOR
13,205.77894000656815,180.75264918853026,BOT
14,223.8752739801144,220.57499864615386,BOT
15,258.45955623188405,245.89726679992862,BOT
16,270.0158126874383,265.85694384761905,BOT
17,289.0367848399713,289.4965100133333,NOR
18,133.99569140717296,122.54685686691698,BOT
19,170.8147138420168,163.4975170996932,BOT
20,157.0819929759999,149.44884008822055,BOT
21,169.50584667338936,151.39699206552382,BOT
22,121.97571585913806,116.50726224559767,BOT
23,232.93412242168404,233.39216569295237,NOR
24,273.48373023492064,279.55550512308866,NOR
25,286.1124992,,BOT
