Minisector,PER,SAI,Fastest
0,273.88908683174606,274.76273706666666,SAI
1,302.1081444453648,299.39570469580315,PER
2,323.183088,312.15964603876796,PER
3,335.8351560666667,319.0323526901961,PER
4,341.26027775999995,323.8026040666667,PER
5,341.34294598052554,324.80809927139717,PER
6,227.9465304888889,207.17500475897438,PER
7,107.80427886562995,108.63586492981254,SAI
8,175.7975181088025,186.3998133282555,SAI
9,263.156645909387,262.7724029268582,PER
10,297.83148124444443,291.79014473650795,PER
11,184.29012352086772,172.08563892989028,PER
12,99.22143657824846,99.32913563736831,SAI
13,115.82939076063491,117.1416653037037,SAI
14,223.5447876184393,223.62743097777778,SAI
15,188.8117555809524,187.49513457077174,PER
16,231.0904535303316,233.1556689669481,SAI
17,180.39132946793652,180.8077385853968,SAI
18,237.45274217144444,239.030680187013,SAI
19,276.66966772899997,279.8013776441103,SAI
20,253.64356242424245,252.5074874485261,PER
21,153.84864342552382,146.25923800512342,PER
22,97.71943521274889,97.01830904646077,PER
23,127.9215712907983,128.73838995051347,SAI
24,225.36659674868662,230.19622834920634,SAI
25,254.58333333333331,,PER
