Minisector,LEC,SAI,Fastest
0,326.43647677575757,323.3143576140837,LEC
1,338.7019659777332,333.2775759890743,LEC
2,337.7965554123636,329.7467106021053,LEC
3,202.43183957471973,199.34936568710117,LEC
4,128.00142780482395,125.51859319515145,LEC
5,265.89930538329355,268.0322416643386,SAI
6,301.0045691018399,303.5092418515304,SAI
7,316.09238666158734,316.1075310012422,SAI
8,284.5083899741799,283.7322927748148,LEC
9,144.19276448379256,147.47978489395584,SAI
10,219.63401189789286,219.27582070299763,LEC
11,222.37933267613448,221.1873198135007,LEC
12,199.09180017840433,195.44582914089025,LEC
13,269.29795978926825,268.5877575345637,LEC
14,306.6627996521017,306.8004103442015,SAI
15,321.2331545752381,325.81108164190476,SAI
16,263.91060017005714,281.8330535333333,SAI
17,210.22363723073016,208.26944292461945,LEC
18,276.31426313403193,274.9895627062857,LEC
19,308.6806574493122,309.2987323714634,SAI
20,322.38931685453633,324.99864559703707,SAI
21,298.35732911543903,313.5423803332674,SAI
22,205.99039851547994,199.14459846299647,LEC
23,265.53110659065794,263.2455064114838,LEC
24,305.6494246049524,304.42093258361905,LEC
25,,316.18392868571425,SAI
