Minisector,VER,SAI,Fastest
0,274.53016752589076,274.28458615155984,VER
1,233.9958783945319,228.3173509802036,VER
2,119.45693833899122,115.87496584279553,VER
3,196.3115791458331,190.28224360030646,VER
4,183.29250417132837,173.43499664861713,VER
5,217.79876162514907,216.81788343780212,VER
6,274.34739269309813,270.8715161851087,VER
7,292.51026834634774,286.99691645826584,VER
8,186.44313253646212,180.30791457738886,VER
9,135.50550719798682,129.44388453438282,VER
10,136.60632599755778,135.14228435097135,VER
11,190.8159782670759,194.72330456312196,SAI
12,221.87602320092392,221.52892547113987,VER
13,137.8219920668175,129.28588933470746,VER
14,158.9347132400787,156.16211451227463,VER
15,125.04689282727205,124.94584786670652,VER
16,254.1594536886043,253.48351399569717,VER
17,146.7070402584082,145.1960081928482,VER
18,201.93443250876885,199.41907770178025,VER
19,137.13359736483085,129.18027432759632,VER
20,152.04716616794246,148.84213734901886,VER
21,127.09451059221958,125.25297595261796,VER
22,148.025604450046,146.65533000181006,VER
23,218.74794869075777,216.82223737234702,VER
24,231.71151087535577,231.2066560654147,VER
