Minisector,LEC,OCO,Fastest
0,282.25726526295364,281.4089676927831,LEC
1,124.05767512746156,115.72424835681754,LEC
2,158.7479692728452,163.39916806539907,OCO
3,218.8958106813187,199.675797231915,LEC
4,158.69860874752928,155.88813502168887,LEC
5,239.03265722597405,241.6871248182857,OCO
6,213.68014990180845,196.63284773197816,LEC
7,134.83269284547768,133.57649365531435,LEC
8,230.90937814764015,226.8299095333738,LEC
9,274.26386554452796,278.02387980682556,OCO
10,280.4600762085137,273.95124999999996,LEC
11,146.54198954754648,136.495944564009,LEC
12,213.1750980682473,217.6250782333333,OCO
13,266.90781749841267,265.4215514113616,LEC
14,268.7034280747475,249.58318206126904,LEC
15,96.52282039363064,97.29806223860831,OCO
16,219.16848586155285,211.15037037037035,LEC
17,270.679942472671,272.1113363968787,OCO
18,290.6256022408964,298.9156287419883,OCO
19,302.03349678580764,313.1583872053872,OCO
20,308.48518643608685,322.7533653415385,OCO
21,287.1467857015873,269.5953233401058,LEC
22,153.7775117177216,149.8372821886596,LEC
23,230.03844749913043,242.4250473864662,OCO
24,274.30097219812416,284.3636719,OCO
25,287.57660317297325,,LEC
