Minisector,VER,PER,Fastest
0,290.5731894698465,290.67744954761906,PER
1,299.1656731405128,300.34682554920636,PER
2,285.14835733,275.09607916596826,VER
3,120.03367067642982,104.91190515627494,VER
4,226.07762385771255,224.86916688894448,VER
5,271.93627951424804,270.37946480346324,VER
6,215.92979171366665,215.10132475791355,VER
7,168.08735284338624,168.17084227345552,PER
8,224.28568172106964,208.2779984302076,VER
9,228.75443168571428,219.05340547975155,VER
10,122.03639544550305,118.5854996457008,VER
11,232.49295125157823,230.18322963517596,VER
12,119.7096837652386,122.96125167935298,PER
13,225.5112848802791,223.9772022708669,VER
14,272.90121042957395,271.54492749271395,VER
15,231.8699941227385,222.02996627004592,VER
16,203.21207259521813,197.77998386317637,VER
17,253.3880427938624,248.86181117157508,VER
18,210.29102837223974,208.169647515662,VER
19,186.54693192787303,186.1869208654953,VER
20,264.43213869619063,263.9179665297356,VER
21,289.46476785124713,289.33021576900984,VER
22,170.9167953243501,171.37781962155003,PER
23,212.87595208492553,214.75342086897606,PER
24,271.00882607512466,269.40067374674555,VER
