Minisector,LEC,NOR,Fastest
0,251.23650705069554,252.9754441031111,NOR
1,218.55986115156355,207.61429218097038,LEC
2,200.32844894779387,207.3249503698008,NOR
3,254.74079664789215,259.00914291836443,NOR
4,270.0268494099248,277.44775183507,NOR
5,287.392240806076,290.38559983026653,NOR
6,166.18167863936438,149.2848153959655,LEC
7,177.49726626551566,185.49058063401904,NOR
8,266.57309046492753,269.50020856444445,NOR
9,291.43592140432423,295.8367139168831,NOR
10,303.66729703672723,306.305446285291,NOR
11,306.7611996790476,304.7140830278095,LEC
12,117.03832392479363,119.088177061069,NOR
13,195.64355649182863,195.9409590042857,NOR
14,267.78914340685714,271.42687252077087,NOR
15,293.0374883886384,295.20509448565656,NOR
16,295.73017863999996,295.7162330590476,LEC
17,187.8628828251009,181.81478545509245,LEC
18,216.1734123911111,222.2642008577179,NOR
19,263.77547509174724,268.50235145296017,NOR
20,153.65768823473923,145.11634898501637,LEC
21,145.3935858927992,141.33961787662136,LEC
22,219.6610345181527,224.29418373549262,NOR
23,229.73260993523812,221.43953972789114,LEC
24,157.77687776278873,158.35882998662956,NOR
25,224.4249984,,LEC
