Minisector,HAM,ALO,Fastest
0,241.5991905118139,241.82053602321253,ALO
1,272.99480868888884,272.9380848135218,HAM
2,164.78548052786877,162.29271312173321,HAM
3,156.11247963010408,153.75176650814814,HAM
4,257.10391101162344,254.84113309529374,HAM
5,268.71839985608466,265.0045677457644,HAM
6,228.29249843090244,224.61025964522523,HAM
7,206.846226413525,194.66949182400222,HAM
8,155.78900160513166,152.988185819318,HAM
9,214.91631792,205.98374449989257,HAM
10,271.19134969900017,270.95815449037315,HAM
11,124.76722094071431,121.05224566585203,HAM
12,207.33298875623933,200.40229426899705,HAM
13,269.76864197532336,267.2864880152381,HAM
14,289.7850141441847,290.8637192297119,ALO
15,296.6871520585621,300.31915707636364,ALO
16,234.0281714606105,261.9369451338272,ALO
17,136.99007309730158,129.06832010187745,HAM
18,135.36872174732306,127.95358077693194,HAM
19,122.04103168380696,117.02815511138837,HAM
20,223.3837534488445,218.76724747891018,HAM
21,257.98113519256054,250.65046327161906,HAM
22,229.95319685845888,230.36223041945738,ALO
23,215.17632294164557,203.53530936457912,HAM
24,137.51524645883833,130.251637232965,HAM
25,,211.97499904,ALO
