Minisector,LEC,HAM,Fastest
0,299.6785267502607,297.9386930897697,LEC
1,191.4673744987434,191.11028546739345,LEC
2,218.3372641270405,221.35117552346784,HAM
3,273.28464599801055,276.54771287894675,HAM
4,240.9871464393651,228.00285499107898,LEC
5,123.9921341288144,126.09223347925712,HAM
6,200.16186098688328,201.72820250464252,HAM
7,246.2657702323946,241.6376527076363,LEC
8,226.40260147421392,227.90083233166902,HAM
9,230.12899788877988,214.74151821527767,LEC
10,276.46314687844495,272.9454093316086,LEC
11,294.4610682060062,291.02193968947523,LEC
12,299.4088613107678,303.8041386858198,HAM
13,302.1885607127273,317.8508934709683,HAM
14,303.9789114741703,320.17288971686025,HAM
15,236.73026298721973,254.12066770186337,HAM
16,222.9529066054327,229.20236026671802,HAM
17,270.4770597729413,281.9499801799073,HAM
18,289.05256663608117,300.782497233832,HAM
19,132.04358214845755,148.17004700398542,HAM
20,188.53076225578286,200.07652030895468,HAM
21,148.81824140758565,168.19631867365692,HAM
22,138.11651170905373,132.75428800491466,LEC
23,245.70361482033007,239.2006020956938,LEC
24,296.8432476018165,294.74140085766953,LEC
25,311.0857142857143,314.28928502857144,HAM
