Minisector,VER,GAS,Fastest
0,281.1177185041812,279.0190717005437,VER
1,297.41290111212146,296.0578094994286,VER
2,294.98674447140644,292.93116175223037,VER
3,187.3554041529522,174.22322783182221,VER
4,134.86829383010584,123.91189905385647,VER
5,244.11726945698166,237.11874342708427,VER
6,283.4182980778038,280.37546196067586,VER
7,290.82692246153846,290.1947539949604,VER
8,191.5418000702392,184.87167857605627,VER
9,154.1649308410548,146.51906530391017,VER
10,256.5545398285714,255.4180232390258,VER
11,291.47756246868454,290.44993571000504,VER
12,304.4598767987761,302.07151254219576,VER
13,292.08657217285327,284.86586596628086,VER
14,301.32037557069526,293.7316757555907,VER
15,302.83442230647154,297.9996920217033,VER
16,265.9080564100822,264.32933016396026,VER
17,239.6825426404548,228.9849493067713,VER
18,279.8254442891479,275.39707096479646,VER
19,297.12016045460814,294.352958368,VER
20,299.32024641105585,300.0177684779842,GAS
21,247.32463603339687,234.0939991962154,VER
22,267.91899123938856,261.7329338038739,VER
23,145.66338297420236,143.10576753161328,VER
24,227.01029311167767,220.31617409834027,VER
