Minisector,HAM,VER,Fastest
0,276.3909032118518,279.35518294222226,VER
1,297.48290575099566,297.5620090724894,VER
2,296.5101415951515,298.272529389811,VER
3,180.79830157415498,187.00453195471195,VER
4,119.39754545739443,119.80701883148336,VER
5,237.6243902558071,236.25323988524397,HAM
6,281.7262758185783,285.31539146593104,VER
7,295.49633431430954,294.40081822857144,HAM
8,171.4916741899738,169.7917909642245,HAM
9,137.85307243856028,140.35940690970773,VER
10,251.5036367120434,249.86007425861473,HAM
11,288.73922939863945,292.64412235950306,VER
12,297.6745187783637,298.2798522587508,VER
13,281.01081813898014,279.4706373499034,HAM
14,301.369152314386,304.101607374043,VER
15,308.7990226453389,306.5223861597691,HAM
16,252.69114509777776,246.50169862921908,HAM
17,223.73409789872855,225.02859186089373,VER
18,281.0911569508652,284.74152275331585,VER
19,305.48315452810965,309.74505424098766,VER
20,311.93712438566894,316.81125385452714,VER
21,244.38734214881126,236.099122524,HAM
22,264.70199333948716,260.3579118092929,HAM
23,139.87345405114914,136.7517140805243,HAM
24,216.98672669242376,209.46932176027488,HAM
25,,261.1071451428572,VER
