Minisector,VER,PIA,Fastest
0,281.9394506238603,280.4419327417787,VER
1,123.70385677013142,124.64506921535235,PIA
2,161.94534222250445,167.0414499046425,PIA
3,217.56581323658725,211.62049671736494,VER
4,165.24812101213132,170.01615076405537,PIA
5,244.7581799360242,243.2307273709091,VER
6,215.11314765217392,227.63135581875903,PIA
7,141.15587768910407,134.0354294105884,VER
8,237.40171837714286,232.88516225871345,VER
9,276.06390051137254,285.02199761608466,PIA
10,287.5490730955315,295.2578152251893,PIA
11,154.05571515084486,153.15241718975662,VER
12,223.43650745190013,221.9682396310858,VER
13,270.9402575174943,270.30602649558443,VER
14,269.08183040694564,266.8952372152381,VER
15,96.86345441992502,102.14905455545914,PIA
16,218.1917044285306,214.7328362287709,VER
17,272.7869214233766,277.3235969110204,PIA
18,294.87046048750636,303.459851147619,PIA
19,305.4335635805195,319.7932158094515,PIA
20,311.1181469707602,325.6241071187302,PIA
21,288.1461556404509,287.21431072882206,VER
22,160.89939309260163,152.29337248460638,VER
23,238.1685923886595,237.5708921605937,VER
24,281.49473720760886,286.5675981697255,PIA
25,289.0571428571429,299.42857142857144,PIA
