Minisector,LEC,ALO,Fastest
0,273.16798514622826,273.64541836229625,ALO
1,290.8997371338528,290.1623988578897,LEC
2,283.01926817463357,279.2057450946336,LEC
3,153.5195098862298,162.10133158432978,ALO
4,197.30051472680745,191.3953321915739,LEC
5,170.14271331732192,172.31366209143434,ALO
6,167.10413883689594,166.91692730268304,LEC
7,193.30053157822258,190.01588476104766,LEC
8,239.2409152262095,243.51685809133,ALO
9,234.1306575663711,236.53459202936043,ALO
10,145.78795012142956,145.14501298401672,LEC
11,219.7937474940388,217.96843529862755,LEC
12,108.43246563464334,111.06074321633547,ALO
13,212.14628475481265,213.39537955225396,ALO
14,263.50268092812263,267.017056103826,ALO
15,276.3801337653212,277.0031114528138,ALO
16,175.4479837279552,185.9978089778317,ALO
17,157.10328725453633,160.11223249713677,ALO
18,254.156067941439,256.32091070496506,ALO
19,282.0097446671261,283.7308199769819,ALO
20,292.15238432507937,294.3282672838217,ALO
21,285.766743657997,293.37613972714973,ALO
22,242.96119179564627,234.85787583746344,LEC
23,102.65241241261258,96.71038894631674,LEC
24,222.80594900230648,224.17521071590366,ALO
25,258.5857133714286,,LEC
