Minisector,NOR,ALO,Fastest
0,271.3832497360271,272.75116154434784,ALO
1,234.68344794883177,238.3336470420052,ALO
2,120.04112441736949,125.31371942984447,ALO
3,172.83537493328717,164.64366558792977,NOR
4,200.19174975045524,196.32963463710576,NOR
5,199.08010887999998,195.51758939809523,NOR
6,262.02595162229403,263.4139812207792,ALO
7,283.65459242039645,283.9734815007856,ALO
8,219.98322588994708,217.5153883762963,NOR
9,150.41029899559405,146.70717075455386,NOR
10,117.93533140443898,120.47616736313903,ALO
11,160.66008242318466,165.74471459068482,ALO
12,248.50624993629629,245.34108852567783,NOR
13,160.2605872067221,149.41765204111485,NOR
14,148.49927478045228,150.00180737870332,ALO
15,108.60731310917885,98.21159587154875,NOR
16,214.18987736192827,229.82282207122375,ALO
17,238.00129397544654,234.39042806962962,NOR
18,129.0636028057065,128.58353955755055,NOR
19,237.25493999540424,240.0214545659237,ALO
20,275.1956138782766,274.0273261801673,NOR
21,203.20921421201533,196.42689218741273,NOR
22,146.5711781634317,149.89405083777595,ALO
23,218.6512662992475,220.08101082999178,ALO
24,232.58751410967614,234.15015488935066,ALO
25,258.4500032,,NOR
