Minisector,VER,NOR,Fastest
0,258.4139558799069,257.0127455517661,VER
1,204.43044162830137,198.6750825713069,VER
2,225.18457431941,222.1297981537263,VER
3,263.2815274537374,261.7607975203701,VER
4,273.8729014067139,272.58480082139056,VER
5,216.61599047471032,212.92360982344516,VER
6,99.46862723084897,90.66037790884096,VER
7,182.13938754778022,196.6293634930011,NOR
8,267.891575719346,272.9269498680154,NOR
9,290.3877608284073,294.9742034444922,NOR
10,297.8276840883285,303.90995923607323,NOR
11,292.6229345792359,302.3847204977778,NOR
12,114.48449537346136,107.82129855856739,VER
13,215.7045500360351,222.24567210957682,NOR
14,275.64382465811155,280.6431662402872,NOR
15,293.9021932407403,299.16308281278424,NOR
16,227.31763128349826,216.41235651046128,VER
17,125.99430422873245,120.83555387596357,VER
18,153.32434191976026,150.89593870341346,VER
19,251.07143204665496,251.41217659438226,NOR
20,157.65284925020669,145.56278737134647,VER
21,129.02186127159965,127.14675486243057,VER
22,207.9594213534863,207.37998092861702,VER
23,209.1021090269348,197.60780606057222,VER
24,169.46419295913472,161.48346309902036,VER
