Minisector,LEC,SAI,Fastest
0,291.14833960902257,289.7888158315789,LEC
1,217.90798781808812,215.89194099858668,LEC
2,140.4354364085459,140.9790507619146,SAI
3,219.68636831976735,216.40707773727536,LEC
4,153.6603912402721,149.63948955556882,LEC
5,172.174239243428,173.3418596241818,SAI
6,247.9848483878788,246.67023842539683,LEC
7,270.7136062760828,269.22003951746035,LEC
8,277.0125000421053,275.4412949370197,LEC
9,253.67270424671202,246.74226133333335,LEC
10,244.45774945958763,233.32155733333335,LEC
11,244.37539692698414,233.17567513273772,LEC
12,211.396333312,204.4575692380178,LEC
13,138.0687218039408,138.151121667523,SAI
14,149.98755857851665,144.7201643944329,LEC
15,172.97094314124442,179.58602941271354,SAI
16,249.40513817212593,250.97499900952383,SAI
17,241.4867910254868,239.21187324438816,LEC
18,112.41123118105065,114.30699868500764,SAI
19,193.88115068500883,198.6877709157009,SAI
20,193.65138899753086,189.96117633005665,LEC
21,230.19358285694852,229.3662343203463,LEC
22,262.78220211654735,259.60053861801157,LEC
23,276.09004368074005,275.83282570034555,LEC
24,285.036058883208,284.83464920701755,LEC
25,287.63571382857145,,LEC
