Minisector,PIA,HAM,Fastest
0,289.47723614907164,288.4696769129634,PIA
1,308.0995516750849,306.42070298543285,PIA
2,312.6571850454257,298.20710448533333,PIA
3,198.34996541334158,196.05681951724088,PIA
4,237.72142249362074,232.50510423087252,PIA
5,224.14417080200718,219.19548739896877,PIA
6,206.57630466031745,211.70966705348658,HAM
7,235.06587472544172,229.42091448465098,PIA
8,272.53072966724386,268.19497478119865,PIA
9,275.75239845971606,270.85095851733337,PIA
10,173.70016285467787,174.24056204123923,HAM
11,240.13568168766963,234.64991383176704,PIA
12,116.8326461292658,116.01052519295072,PIA
13,226.05191786385095,227.73319738141518,HAM
14,279.31322424110243,278.368557814668,PIA
15,295.77067136296296,293.286825224127,PIA
16,216.56086385686285,219.53996342413913,HAM
17,190.34005029492735,188.05709302108383,PIA
18,269.42482806012123,268.6083172230127,PIA
19,296.18538760524507,293.32662891636363,PIA
20,308.0092924609529,305.0001274903929,PIA
21,307.9370623077469,305.07148917191824,PIA
22,282.2056207714091,279.54869967427015,PIA
23,116.95397142314462,117.85917005578096,HAM
24,243.3566529955267,245.31792220100124,HAM
25,276.0324589385367,,PIA
