Minisector,VER,STR,Fastest
0,289.4844830347397,289.4317739342443,VER
1,158.44470148190476,156.53977192260584,VER
2,151.946348965614,150.5271768,VER
3,227.08558476767564,226.59328814992267,VER
4,285.6083850320579,284.9747701842607,VER
5,286.94803212554484,286.5326069068323,VER
6,143.51949296319196,143.30192345855784,VER
7,144.7470094774001,139.93132988051948,VER
8,141.5300379880059,148.17254594896937,STR
9,195.25650131449783,179.90834776538512,VER
10,132.16676374670365,133.92715523031734,STR
11,121.94213721006325,124.39291382733778,STR
12,168.99136072674375,162.8319133069597,VER
13,269.5672363873016,264.4131571606959,VER
14,291.39226177662334,286.55052075555557,VER
15,152.27664856522702,154.06284041360544,STR
16,206.3795610314331,211.64124709953072,STR
17,174.67341155132274,166.60414181809708,VER
18,274.97408125714287,269.31770737777777,VER
19,298.3345451133103,294.25489113043477,VER
20,314.1325391818594,308.38439703238095,VER
21,326.0476501573935,316.60604159999997,VER
22,331.73962599047525,319.57958325333334,VER
23,334.2833332190476,321.1229165866667,VER
24,335.8014007313312,319.47625008,VER
25,334.1166666666667,315.1333333333333,VER
