Minisector,VER,RUS,Fastest
0,288.0891044990476,290.06673802423495,RUS
1,298.2032904719577,302.14850450486983,RUS
2,302.35254627555554,309.67848058612793,RUS
3,298.66561967411195,308.01317141421345,RUS
4,207.09061626258205,189.1610730021915,VER
5,225.27703715534602,224.7702546930972,VER
6,267.7148678735238,270.0869253942857,RUS
7,274.49785137870134,254.89003472072523,VER
8,205.4841099372567,192.6265740623507,VER
9,149.6722356831273,140.90703233262977,VER
10,186.86607136547713,182.7507565143209,VER
11,264.4196575289358,263.06102940082053,VER
12,254.13900713904764,239.0985737824196,VER
13,236.07519390014428,229.50418063768117,VER
14,273.58916737414245,272.44360044815693,VER
15,173.69565972297428,164.35339737550746,VER
16,226.86888929885492,225.20259763241424,VER
17,241.88268915878788,235.95224066620952,VER
18,136.65103681480883,133.7468281519034,VER
19,243.4455159429777,248.2134614460947,RUS
20,284.874821932309,287.25584883576033,RUS
21,250.83191977553565,247.25858115918368,VER
22,145.7662650961308,142.41230558658737,VER
23,213.87824736240603,222.75734642139176,RUS
24,269.269555359623,275.1582968210344,RUS
