Minisector,LEC,HAM,Fastest
0,291.35781564773106,289.0516921924515,LEC
1,296.0592229387645,289.7939480177778,LEC
2,156.07966926550102,160.1207960850315,HAM
3,219.57361885575756,219.25313897243637,LEC
4,270.90505636029627,271.22142415407404,HAM
5,291.730780390056,292.53022504296297,HAM
6,301.0815441813853,301.0016667022222,LEC
7,164.4377060025271,165.02910019226593,HAM
8,128.36167937144154,126.94295619014433,LEC
9,249.015412236937,248.93313297297334,LEC
10,285.5117781692352,282.9487032311512,LEC
11,298.63680480000005,290.73726086664743,LEC
12,146.24250084588184,149.44727534148566,HAM
13,192.4647946899306,184.34618384499726,LEC
14,258.38414778463977,252.4038526703896,LEC
15,206.5216441405659,206.70119401086419,HAM
16,213.85823053225613,210.76256387959,LEC
17,209.67275859986535,209.82101178778473,HAM
18,241.05856766938325,243.48575605094183,HAM
19,276.4116277992158,277.65112085333334,HAM
20,296.82632960056435,294.7061403211815,LEC
21,261.0228193988719,262.5547275401828,HAM
22,219.25538733131233,220.8102797357661,HAM
23,201.26157544691358,202.91089137292929,HAM
24,263.44728272716293,262.5132421055479,LEC
25,,279.34285714285716,HAM
