Minisector,HAM,GAS,Fastest
0,302.53079301065713,291.16911889657916,HAM
1,317.3267264186909,302.48463241322634,HAM
2,325.61163201666665,309.18467787114844,HAM
3,324.89805194805194,299.4408383461587,HAM
4,172.83554283342528,163.6903141516199,HAM
5,212.49898530714978,203.36967372465793,HAM
6,239.87015366875062,233.78311194653298,HAM
7,264.78811708883114,263.18429630319696,HAM
8,245.96807625055416,256.361,GAS
9,160.70590884705882,158.91236408263754,HAM
10,225.4144917600058,218.96278950724638,HAM
11,127.53918324297747,130.3527298856819,GAS
12,228.46854765874514,223.93325396825398,HAM
13,179.73307084952378,182.06565916680154,GAS
14,215.62397917124426,199.53536796536798,HAM
15,248.99439180654244,230.60820957306012,HAM
16,265.1992866989689,258.20329166666664,HAM
17,285.6380016888889,279.80947146172844,HAM
18,151.7923155745355,160.33163563065068,GAS
19,168.15546318257253,157.56004040079742,HAM
20,139.35467191735586,138.52639386760234,HAM
21,227.79852463007214,229.88608257457062,GAS
22,260.9515335619048,262.3829504107744,GAS
23,249.8939166,246.86885986367523,HAM
24,271.9638568393746,269.96229166666666,HAM
25,282.2833333333333,284.4781248,GAS
