Minisector,NOR,PIA,Fastest
0,297.57046151898345,301.2524158813096,PIA
1,222.39690479714938,199.62330036145858,NOR
2,232.36437700266666,236.03623348053333,PIA
3,276.70591447377365,279.9132611963709,PIA
4,253.31532172240267,238.31397577885224,NOR
5,131.061067129403,129.66536719063325,NOR
6,209.31151927488557,223.15131240551764,PIA
7,265.3383879205442,268.9375859063102,PIA
8,255.1129116147131,252.5363116856543,NOR
9,241.19114790464272,251.15179758181637,PIA
10,278.0179683213382,280.6112102770068,PIA
11,294.30936717381513,295.26894653566717,PIA
12,305.3375055158277,305.2652787165246,NOR
13,309.970916008283,309.6376810666667,NOR
14,310.02083352470584,308.01184218947367,NOR
15,271.03090911883544,268.5627806537143,NOR
16,253.37153710309633,253.4901804275096,PIA
17,282.5122698710204,283.46486187247166,PIA
18,294.9576184693498,294.114043984398,NOR
19,164.73799660025912,152.87994772631674,NOR
20,210.50666255782312,216.4728206768248,PIA
21,185.81345197876826,178.7423217431746,NOR
22,138.73608129127027,144.65696491349894,PIA
23,243.87064628520235,241.3587167764589,NOR
24,284.6832328488493,284.21977788011844,NOR
