Minisector,HAM,HUL,Fastest
0,277.84665877413977,287.39059572571426,HUL
1,225.59900295314284,218.46894556227238,HAM
2,115.07980673564401,113.83454561697941,HAM
3,194.39284408950792,201.47700705185184,HUL
4,172.7526880344086,166.62248038433864,HAM
5,224.23582193112756,229.97648858412697,HUL
6,287.44931352804235,293.3752631456996,HUL
7,308.3663688804233,315.998326,HUL
8,180.96567537269843,169.1259998866935,HAM
9,125.9838031769247,121.37036663212899,HAM
10,136.52811280853484,136.51504701562703,HAM
11,199.8250910945055,203.42888363228687,HUL
12,209.89194765294857,205.96952127732055,HAM
13,131.08546742113822,131.07872138927846,HAM
14,142.42114861898636,140.8734181677404,HAM
15,132.01866733339418,137.16522298696188,HUL
16,264.29843962134635,270.3962497066667,HUL
17,135.26200040686678,128.2516954247619,HAM
18,201.81921629050717,209.00753031402706,HUL
19,132.3731145043436,124.4204921460603,HAM
20,145.70750644782584,143.46560495861314,HAM
21,128.50145636311748,125.85643471129235,HAM
22,151.48879398284691,155.2941704727885,HUL
23,222.51709396746614,218.6403637036707,HAM
24,242.58858731594205,239.53503418775512,HAM
