Minisector,HAM,SAI,Fastest
0,295.86896189026714,283.7711319234841,HAM
1,316.7827540749996,299.1244049777778,HAM
2,327.1901318736842,305.8952380571428,HAM
3,332.7868055703704,309.09623598364595,HAM
4,267.3703571488635,256.3494314249625,HAM
5,194.98162710857144,191.46725354300716,HAM
6,255.89003591552793,255.2955627146123,HAM
7,269.3830037905067,282.59571977868484,SAI
8,209.3684120538588,215.42186084377298,SAI
9,214.33996829782882,206.30871036952382,HAM
10,145.97801771950267,137.18303057394638,HAM
11,247.43428942697847,243.39744641074438,HAM
12,274.5325756121212,275.39564389961566,SAI
13,227.0657653961647,217.15511983774564,HAM
14,261.53473041490685,260.31980119432416,HAM
15,233.54188320548866,229.59784094814816,HAM
16,184.82122306666668,179.7584521412264,HAM
17,258.71578841036546,257.73858652753626,HAM
18,150.81065697746806,151.64731462309933,SAI
19,209.87829900013028,204.4091511393674,HAM
20,268.9215364502165,270.0975123406328,SAI
21,286.0470882043402,289.35436500317456,SAI
22,167.11779121269842,157.6351027820433,HAM
23,186.784046198341,176.62999493373565,HAM
24,258.0049684273292,256.41511910579635,HAM
25,274.47083306666667,,HAM
