Minisector,SAI,NOR,Fastest
0,247.15453861241258,248.53229158445055,NOR
1,286.8930103038233,284.5552550257143,SAI
2,166.4676790421469,182.14633417646465,NOR
3,159.45425995878787,153.30806610445183,SAI
4,255.46152237184265,261.097549408,NOR
5,275.1168933555748,274.52409983546636,SAI
6,234.17870463746033,237.77992570675886,NOR
7,208.69356090279544,209.18111114697538,NOR
8,162.79408145855288,156.20901645022997,SAI
9,215.34024954223997,223.114830671746,NOR
10,271.9968517098901,276.50531891022223,NOR
11,128.85948813232952,131.56129717231647,NOR
12,216.36971739539146,208.83425444143163,SAI
13,275.9495076774603,275.129867420337,SAI
14,299.8897729015208,296.6498837135238,SAI
15,312.99380770652556,306.7480891853447,SAI
16,244.99799601730106,255.75828456445598,NOR
17,129.37501696720247,127.80233988392048,SAI
18,132.11086870278956,127.58832260250706,SAI
19,120.82304190717315,122.51009147367253,NOR
20,228.35134019425982,226.21388374432212,SAI
21,255.60452180395603,261.6433610091629,NOR
22,244.71109424513332,247.49850055864073,NOR
23,219.1209002454422,224.64217208724273,NOR
24,139.43052260592336,137.34391198437115,SAI
25,219.8,217.0,SAI
