Minisector,HAM,ALB,Fastest
0,253.61641978344502,254.6668079784985,ALB
1,134.9093545247272,131.75762839063796,HAM
2,200.3838721445213,195.4735178390003,HAM
3,244.34527568007326,245.86754835199437,ALB
4,255.35758706089752,255.09849814397407,HAM
5,178.65354805789852,172.30825520936224,HAM
6,147.34201111607183,144.33549017608044,HAM
7,180.18938939850307,180.03982522474527,HAM
8,99.92128401715645,102.31641095531269,ALB
9,72.76568897843995,73.95629339423563,ALB
10,93.2467291764812,95.30829726268135,ALB
11,184.04675234132475,185.4345221225608,ALB
12,242.9797440003734,246.07360655089815,ALB
13,264.1797096354947,271.28903811076816,ALB
14,271.8241764336996,279.64403004936116,ALB
15,112.73944626830789,111.21079335655837,HAM
16,149.03730064975923,149.0734907952993,ALB
17,189.75112026161088,184.537350821323,HAM
18,199.40390009172972,194.07484873374105,HAM
19,207.6288517019608,203.23850833633674,HAM
20,138.0067323026819,135.67457312474198,HAM
21,114.11255011873516,108.96927549925262,HAM
22,94.44947913419637,99.55713707244298,ALB
23,195.8916623589449,200.61630297236778,ALB
24,247.75485086364344,252.45823055184695,ALB
