Minisector,PIA,RUS,Fastest
0,287.48670923683375,290.06673802423495,RUS
1,297.866506747176,302.14850450486983,RUS
2,303.9552695215686,309.67848058612793,RUS
3,297.34785030614194,308.01317141421345,RUS
4,202.82049808816328,189.38926089116157,PIA
5,221.91400942185876,222.95415666296253,RUS
6,267.9627413977489,269.61781620451126,RUS
7,268.5303625950877,258.7135641324899,PIA
8,200.4229862728205,192.3140740623507,PIA
9,142.5370853450623,144.06919449479193,RUS
10,183.80200310935643,177.82483058839497,PIA
11,263.47004988730737,261.4701203099114,PIA
12,249.16568049709727,245.23064849586817,PIA
13,229.6677571534083,226.55684637866668,PIA
14,270.50268117471865,273.52284748441065,RUS
15,176.5097914652215,169.54166768349205,PIA
16,223.70785869775239,217.9546396778211,PIA
17,235.77347572760934,248.34591418501034,RUS
18,135.52121438231455,132.9508190202903,PIA
19,242.9923924013822,243.54527404618153,RUS
20,283.324455203609,285.3008689539723,RUS
21,267.1693714622745,249.56500928831167,PIA
22,144.70685773645022,140.29283986812533,PIA
23,220.11000155647076,213.01621403008085,PIA
24,268.9444053942857,272.93177635653814,RUS
25,,286.0590917818182,RUS
