Minisector,SAI,HAM,Fastest
0,292.87462777610125,290.7676129714157,SAI
1,139.80702419961267,142.71307690720099,HAM
2,217.6428959830291,213.46646181847353,SAI
3,281.68722959481687,269.9654063912827,SAI
4,309.6629553037242,314.77895230988685,HAM
5,304.4967985893128,313.56305455258604,HAM
6,154.01356436351958,147.99522951719015,SAI
7,241.4901950639344,250.96764236832865,HAM
8,110.55167682543741,117.10958692756036,HAM
9,165.1285460854329,153.90274631242073,SAI
10,277.40061939420195,274.6148404679261,SAI
11,297.97526623749366,300.4277363924567,HAM
12,221.3067170569412,245.86128115787378,HAM
13,166.39978096873043,153.5132837067872,SAI
14,276.9975672420616,271.40980628950723,SAI
15,310.70718767140556,312.17622378729897,HAM
16,323.95118545305485,324.999972487033,HAM
17,332.16750653391136,334.85874976969694,HAM
18,335.6706124621619,339.20424109714287,HAM
19,332.1239930057143,333.7143627537045,HAM
20,202.6747427501579,220.2889843390806,HAM
21,167.17797226405062,157.51599450350105,SAI
22,276.06255897791493,276.75785737932455,HAM
23,310.74393745985384,312.7129760829807,HAM
24,320.4208227396894,323.8584049290208,HAM
25,,320.6466167584374,HAM
