Minisector,HAM,GAS,Fastest
0,292.118055415873,293.01091297076607,GAS
1,300.0451885132974,303.0576755087719,GAS
2,280.2922841624844,287.93030038120156,GAS
3,117.72121391652736,114.05099342065925,HAM
4,226.53088996104276,228.67745593945213,GAS
5,267.9542513268958,265.106759865202,HAM
6,220.62622820625197,199.86253563443378,HAM
7,164.58477517288617,169.03975117931182,GAS
8,206.90576745278324,191.8603617013785,HAM
9,211.93587947866922,205.4635726975359,HAM
10,116.2659108816873,115.22303210746594,HAM
11,229.8975036723936,230.77096191976852,GAS
12,116.89179663214999,116.99559416123263,GAS
13,227.94036340321426,226.15658737908706,HAM
14,283.8446377232491,271.4724071649318,HAM
15,229.08564587547764,218.33902471746373,HAM
16,200.88161914354797,197.96910944595766,HAM
17,255.37403542420142,247.94956497497614,HAM
18,217.8943598650992,199.85856082315757,HAM
19,182.09700453741928,184.9437530327099,GAS
20,267.2816175765393,268.77492728884624,GAS
21,294.9237767863779,295.99938194301086,GAS
22,164.8495298194041,164.3451785769739,HAM
23,213.0535199737551,213.8086052523435,GAS
24,280.32815669800425,273.5880172674174,HAM
