Minisector,BOT,SAI,Fastest
0,284.90979168,299.1504408324208,SAI
1,289.74861112865307,310.7836472049696,SAI
2,174.89635493333333,160.47183679360387,BOT
3,218.44904952421118,216.73517618286732,BOT
4,268.10392871619047,274.07521903157897,SAI
5,288.46754380350876,298.2727580023236,SAI
6,289.4236911077918,311.714625960215,SAI
7,177.27056571182794,183.37313848233487,SAI
8,122.33766052603069,117.59912226769643,BOT
9,245.9384930668759,249.95456365714284,SAI
10,281.5187752682078,293.9494815904435,SAI
11,289.055044154386,311.2895828740741,SAI
12,148.4255440496996,142.9238349275309,BOT
13,190.69613108571428,185.8139159592775,BOT
14,252.64642854603176,255.38985456279656,SAI
15,208.39737622286296,204.78466963646227,BOT
16,212.217787654807,213.1007064477208,SAI
17,217.07882164762978,217.74081770557697,SAI
18,242.10032454372293,239.49299233939394,BOT
19,272.81418561048685,270.7119942171429,BOT
20,289.50865006988516,287.881071734996,BOT
21,268.8737499733333,266.37604513595613,BOT
22,228.02980050047552,232.0566913354058,SAI
23,203.2070704151324,198.51944442469136,BOT
24,260.54412883364995,257.9010537893063,BOT
25,,277.829168,SAI
