Minisector,HAM,NOR,Fastest
0,261.85743969976176,249.316409389914,HAM
1,132.0878381482539,117.45444652007038,HAM
2,266.1181029934868,256.90037259080714,HAM
3,308.1028627637607,298.2548972516256,HAM
4,305.56057341177745,297.451894932957,HAM
5,309.08496736845376,302.2036143962029,HAM
6,312.80523074056,307.25953143052504,HAM
7,315.154040738107,305.9473644766434,HAM
8,201.30410988841024,189.3165916362019,HAM
9,197.97022094498195,192.5688556395723,HAM
10,192.9437229061609,174.90871533429174,HAM
11,171.42271642541883,168.65187975432968,HAM
12,256.9961871256318,248.9934132303525,HAM
13,281.6352277603216,272.6600361055448,HAM
14,282.4149228167706,278.26533041823126,HAM
15,281.7038590041265,256.0202091684725,HAM
16,184.30454749971395,183.47307261284533,HAM
17,196.0188797283236,180.31844646632956,HAM
18,237.50783547120398,234.48324867338667,HAM
19,289.1646064009197,281.6780890573144,HAM
20,313.0059220198496,302.3381629952,HAM
21,318.8162231204662,309.70198497037035,HAM
22,317.097845160127,309.12799380881836,HAM
23,254.61708976884364,203.2437731104032,HAM
24,109.66547798141383,107.6856344058588,HAM
