Minisector,RUS,ALO,Fastest
0,262.4746194339182,267.7143271403922,ALO
1,279.5143865464627,289.20419363387504,ALO
2,278.5152855833333,296.51338382222224,ALO
3,122.75758122952438,131.20404596353472,ALO
4,192.4197244027171,181.1019504158368,RUS
5,253.99949047536438,259.1630851320301,ALO
6,141.72616623195398,140.87964273927153,RUS
7,197.0156904958153,190.4286111908272,RUS
8,249.8748250122449,248.52854699479562,RUS
9,272.55085942457663,270.84742172,RUS
10,229.8304099435168,234.7347920059259,ALO
11,177.72469611755102,186.44542179331896,ALO
12,181.39317327295075,177.3362560051072,RUS
13,142.79811514074075,143.93679730778805,ALO
14,165.3248419768889,158.48766051143267,RUS
15,155.9978995232653,149.96539525294406,RUS
16,204.89834059393937,196.46827526952927,RUS
17,226.68556126811893,231.32473321973615,ALO
18,230.72211886657598,223.15259431030304,RUS
19,239.24299998933142,241.11113163828912,ALO
20,144.89533033476644,138.36902003742966,RUS
21,130.91435473660619,139.10931323973549,ALO
22,161.64735927211754,155.8039475058358,RUS
23,150.21812957985185,140.93420850737215,RUS
24,225.9922239423045,216.49482009599996,RUS
25,249.08181643636362,247.26,RUS
