Minisector,HAM,ALO,Fastest
0,282.62105295584416,275.1022994048707,HAM
1,123.00481534471025,114.45186603997855,HAM
2,151.82236711172396,148.6242717217094,HAM
3,217.56951280926717,204.77714040543367,HAM
4,160.22041236038092,158.94333185907072,HAM
5,243.05374182178525,237.10043335928222,HAM
6,206.14343392964838,222.0935771539394,ALO
7,133.2486547343942,128.81035422373685,HAM
8,229.67523151795854,224.12799862615876,HAM
9,269.29922949915965,274.3071709859521,ALO
10,278.1442634843367,281.58135682675135,ALO
11,145.9693363808964,142.2150380990783,HAM
12,215.71751364487108,208.71222693506496,HAM
13,266.47980985333334,262.0258548619549,HAM
14,264.52478522054156,258.7427513742222,HAM
15,99.82928825915236,99.58452859855453,HAM
16,218.46207468310936,206.03860413018631,HAM
17,268.4163551497587,268.0463601231746,HAM
18,291.10500154607297,297.1374487229132,ALO
19,300.15447750316883,314.6556207465677,ALO
20,306.36180610960423,323.6587410461538,ALO
21,286.7538095358396,289.90224029433585,ALO
22,146.1422740929185,140.5199189779221,HAM
23,230.5671102926407,229.16987351198878,HAM
24,274.62042971109406,279.5533934467879,ALO
