Minisector,LEC,GAS,Fastest
0,282.89616201145134,284.0581403022999,GAS
1,225.0196896121905,230.61822268157349,GAS
2,112.96005787010789,112.85404387382829,LEC
3,203.4426747604396,199.05577893238322,LEC
4,175.22314881173043,171.09565262178802,LEC
5,226.6729352626087,221.327173657971,LEC
6,280.91931316494805,284.36282688,GAS
7,296.3399141502645,309.52254870588234,GAS
8,170.58416674370372,169.91462322857143,LEC
9,124.69237088349608,122.00117671212028,LEC
10,135.82114998663783,137.10448439446517,GAS
11,197.80151183004097,197.06243609091908,LEC
12,213.2996434140007,203.40372570299823,LEC
13,130.56868998706926,130.78775871029978,GAS
14,146.69977601635665,136.1955157012377,LEC
15,128.803929305831,139.44129691314052,GAS
16,256.17859352,263.9568315703866,GAS
17,143.28660864860728,134.40320559880007,LEC
18,210.38191391648354,206.3712882346589,LEC
19,133.87238571154634,127.42887099297145,LEC
20,148.87303717065637,139.78683772451663,LEC
21,126.75294579820229,126.06058262589926,LEC
22,155.90821524424783,159.13555239249638,GAS
23,224.7355825756347,216.24166634666668,LEC
24,242.33055547936505,238.40136931277794,LEC
25,268.7875008,,LEC
