Minisector,VER,NOR,Fastest
0,302.81042324208096,292.72171665864107,VER
1,320.9425540958153,304.71690417430244,VER
2,324.96913834505625,305.9582427134499,VER
3,190.7572188303069,189.24847954955703,VER
4,209.28034535863011,209.18699232897802,VER
5,205.26255249576374,203.85310341879352,VER
6,264.7614975425246,263.21517455223494,VER
7,255.43011802905244,254.3537356982857,VER
8,210.01373869883562,205.98980607778245,VER
9,207.01931175423377,205.35594916040435,VER
10,142.31887698215826,145.15102444843538,NOR
11,195.28547883753723,198.19108567783053,NOR
12,182.86279717068064,181.40592821824066,VER
13,245.4992186088889,246.986214230303,NOR
14,173.9457192090476,174.63604322270552,NOR
15,232.29880832662528,236.28917045669496,NOR
16,274.9499654995011,275.58067192066113,NOR
17,279.2964865206349,279.0832797931429,VER
18,273.59921724836937,272.7965607611561,VER
19,256.5621184562186,260.3255424360173,NOR
20,254.52126699089948,262.7074206012226,NOR
21,255.71545048629588,261.7454422288617,NOR
22,222.61687171868132,221.13862761830674,VER
23,201.01702149334292,201.5332468040399,NOR
24,266.5798073194805,268.5137793589995,NOR
25,284.13250048,284.37142857142857,NOR
