Minisector,PER,NOR,Fastest
0,253.310972329972,252.9754441031111,PER
1,208.9427999011183,207.61429218097038,PER
2,201.6456452883503,207.3249503698008,NOR
3,253.21879265322488,259.00914291836443,NOR
4,275.95134421778823,277.44775183507,NOR
5,291.31131254400003,290.38559983026653,PER
6,158.16409310153972,150.44393916756462,PER
7,175.20281020521782,183.23248953860661,NOR
8,266.8553362320098,269.50020856444445,NOR
9,309.19863946285716,295.8367139168831,PER
10,325.9773532797178,306.305446285291,PER
11,329.0492071830082,304.7140830278095,PER
12,125.12831470255558,119.088177061069,PER
13,184.47197281970296,195.9409590042857,NOR
14,268.5107972057301,271.42687252077087,NOR
15,294.41846862933335,294.84962100499735,NOR
16,301.092564785332,295.99999931173556,PER
17,189.16274034697366,181.80077104543196,PER
18,218.23958301798942,219.04506491710046,NOR
19,265.3346422750867,268.51791276627654,NOR
20,149.65814050529536,148.73134903554268,PER
21,144.8388986710027,141.07587744570583,PER
22,218.7587766846387,223.26703695608848,NOR
23,232.58267143903979,225.45263488979592,PER
24,157.4602705560134,157.83973802557793,NOR
25,220.97222044444445,,PER
