Minisector,NOR,RUS,Fastest
0,277.5682737350702,267.00072539577246,NOR
1,303.2016110806719,285.80543923714924,NOR
2,307.6245595840822,288.6288145352765,NOR
3,120.26132234733063,121.16681496713424,RUS
4,194.13684242504203,192.70461909336112,NOR
5,252.1085116874283,243.58764817407192,NOR
6,133.22375757164465,137.91373812124388,RUS
7,200.11479778290956,206.24893879452793,RUS
8,257.87416048589404,255.22136670155388,NOR
9,281.46114481347814,273.46800945945995,NOR
10,228.87963054779897,223.83014373763976,NOR
11,173.5382780676646,177.93295437790977,RUS
12,191.32826395497958,190.47715199728984,NOR
13,138.88247297473353,148.44848035019496,RUS
14,171.5304006449992,173.11333381587303,RUS
15,159.58300547133902,159.5769997025386,NOR
16,216.4196346967366,212.71464291878942,NOR
17,234.48553537765096,222.29502721439877,NOR
18,239.85383572906244,228.58079682186437,NOR
19,224.81199580534346,241.88480084714382,RUS
20,142.33755185112992,145.26761190967736,RUS
21,125.67178655053655,136.07699655819536,RUS
22,168.6069601365894,166.54333986788177,NOR
23,151.6505574029861,151.88919178439744,RUS
24,227.24588875316417,225.95510606600556,NOR
25,,253.10417066666668,RUS
