Minisector,VER,GAS,Fastest
0,285.9995265151515,274.1010799162134,VER
1,114.17898827363113,118.10497141013326,GAS
2,164.31739417989417,163.81471088435373,VER
3,203.10720126434413,194.4741720184767,VER
4,167.05876668585185,166.69563492063494,VER
5,239.9358134920635,238.20527060438158,VER
6,194.02457189625656,187.14500222000223,VER
7,133.90948491612554,137.31735795035607,GAS
8,241.23694971997776,240.77722567287785,VER
9,286.86288515406164,286.3399074311111,VER
10,283.51666666666665,275.0988374320686,VER
11,153.84111360310493,146.68139012245348,VER
12,221.31785047644559,225.55246183231395,GAS
13,278.7860812609676,278.9879365079365,GAS
14,255.34872534872537,249.49064403961907,VER
15,102.934542764235,102.24099709132028,VER
16,226.45065789473685,229.57885991672515,GAS
17,292.72052789752166,296.9611607142857,GAS
18,324.34508928571427,318.05735312286316,VER
19,336.3285714285715,325.66869056,VER
20,331.5007727953945,327.54125,VER
21,285.3860294117647,239.10386656055474,VER
22,154.8015757136289,148.0726136033723,VER
23,241.71994682016185,241.00629299337868,VER
24,270.59127976190473,284.01738941584,GAS
