Minisector,HAM,VER,Fastest
0,278.6541819118197,274.53016752589076,HAM
1,239.45527925164524,233.9958783945319,HAM
2,118.27537266975311,119.45693833899122,VER
3,191.75695266607244,196.3115791458331,VER
4,183.44220516208827,183.29250417132837,HAM
5,220.36927461160704,217.79876162514907,HAM
6,277.813123514797,273.714762327753,HAM
7,295.1005029265336,292.2202542228558,HAM
8,189.2372428151181,188.67324441276432,HAM
9,134.7144379248158,136.5153285694154,VER
10,136.340087488696,135.24737264230907,HAM
11,191.84618319831043,190.8159782670759,HAM
12,224.73716972853362,221.87602320092392,HAM
13,135.11865839346348,137.27937701153073,VER
14,157.87492082340663,158.34961726256927,VER
15,121.6867084387457,122.6670569422071,VER
16,256.0004622518751,252.89165135431713,HAM
17,144.22548236355888,147.3377913766973,VER
18,200.8539008689968,196.82218306553588,HAM
19,140.69678152212484,142.00438661761154,VER
20,155.20297986379876,151.50535086610617,HAM
21,130.67184078915665,127.43827914324933,HAM
22,146.44040085056997,145.28332651954406,HAM
23,222.0211279889915,219.61974176371055,HAM
24,236.88639619340327,228.93263410055374,HAM
25,,259.3624992,VER
