Minisector,NOR,LEC,Fastest
0,291.6560317647452,294.94742322010325,LEC
1,160.32948720179385,158.45397307390633,NOR
2,161.86212728957534,164.54794772653125,LEC
3,242.16718074829933,232.91925184922454,NOR
4,263.8439014421211,254.93503272899932,NOR
5,243.06794479177145,239.9127992851613,NOR
6,212.76715344808625,214.9907035692517,LEC
7,143.87759967532182,143.9978018929558,LEC
8,225.9912351541195,226.10323745876576,LEC
9,298.4259583670408,296.1516830397993,NOR
10,322.78619625574424,319.5492156444445,NOR
11,323.013837449266,317.93483406115286,NOR
12,315.28897467915516,310.9306987045926,NOR
13,310.92537790075187,306.4355555555556,NOR
14,126.88892510833286,126.90314696401015,LEC
15,117.5039051461619,117.23548275944475,NOR
16,97.7324261022334,103.66095264714072,LEC
17,243.08869470158433,234.62337927615383,NOR
18,304.53501288314624,301.7402659854342,NOR
19,325.84803313662337,320.44281763996275,NOR
20,328.3413827419827,316.4769972330827,NOR
21,323.14664946262627,312.97560713142855,NOR
22,128.0227054106298,127.74370673382178,NOR
23,198.83322714242013,195.30981135072642,NOR
24,276.47344390115245,275.3609993934343,NOR
25,,287.6,LEC
