Minisector,LEC,NOR,Fastest
0,290.48054608911116,288.72320772909336,LEC
1,299.8024726189569,298.85684592592594,LEC
2,297.33171841664563,304.3847144133067,NOR
3,185.77186530000267,200.34853639356407,NOR
4,208.70338687512765,212.55703924689277,NOR
5,204.14827123189121,204.7792497858076,NOR
6,264.1331845638095,261.712127219512,LEC
7,263.6907192367847,262.435201591342,LEC
8,216.9128623056555,222.0563428739527,NOR
9,212.96102454567597,221.6030085775238,NOR
10,141.430639933722,138.757945016306,LEC
11,199.09319659532466,214.73036947130603,NOR
12,192.58900524614032,182.75540514654378,LEC
13,254.0196806373394,252.86115278089719,LEC
14,180.60212389879763,187.53611902841268,NOR
15,234.74798105846153,230.36627247674735,LEC
16,278.2377867154051,277.76149002136646,LEC
17,289.69955029671956,289.4994024302575,LEC
18,285.5642610241441,282.1522946365714,LEC
19,276.4688979420451,271.5842272588833,LEC
20,269.3064341862434,272.35540794805,NOR
21,266.9167590282244,264.63474280671204,LEC
22,246.22720590489334,242.56583854745256,LEC
23,209.59375618306964,212.96580424302215,NOR
24,267.93481297850343,268.0187547385052,NOR
