Minisector,VER,LEC,Fastest
0,276.0287763428403,294.94742322010325,LEC
1,147.99851913129834,158.45397307390633,LEC
2,166.9763838316553,164.54794772653125,VER
3,244.43968898652577,232.91925184922454,VER
4,273.2061079636363,254.93503272899932,VER
5,229.37964158064503,238.73964217858918,LEC
6,204.62404992646464,215.1973698305467,LEC
7,137.8955803504291,143.9978018929558,LEC
8,228.1244803181318,226.10323745876576,VER
9,297.64619835428573,297.09194533595024,VER
10,320.7731324801101,320.04117642875815,VER
11,320.48212192477155,317.68788039788365,VER
12,314.90513884952384,310.9306987045926,VER
13,310.90399900872177,306.4355555555556,VER
14,123.43611468930904,126.43863258703215,LEC
15,112.63246107566142,117.46955531693318,LEC
16,101.21670791144734,105.07364659071219,LEC
17,241.19611961366329,236.9015856793269,VER
18,303.4608010059783,302.64358454179893,VER
19,318.8068838374194,320.5713869894345,LEC
20,317.06704647155755,316.38975450285716,VER
21,315.7857145904762,312.5483751466667,VER
22,129.20449801549108,123.83124831681874,VER
23,200.6587467942093,200.5172710941082,VER
24,263.6395461263238,276.0574111938206,LEC
25,268.7083328,288.0,LEC
