Minisector,HAM,LEC,Fastest
0,279.22326349229417,282.25726526295364,LEC
1,127.83786877390541,124.05767512746156,HAM
2,155.0369464959638,158.7479692728452,LEC
3,211.81946121674946,218.8958106813187,LEC
4,168.19280331844158,158.69860874752928,HAM
5,242.84489026346182,239.03265722597405,HAM
6,216.76609832248855,209.51590066384745,HAM
7,136.07994388808646,135.19743645058657,HAM
8,231.43330400609526,230.90937814764015,HAM
9,272.597293741936,274.26386554452796,LEC
10,282.53481438814816,277.25443418703327,HAM
11,155.0532555122819,144.33581809488535,HAM
12,214.7934086814815,213.1750980682473,HAM
13,265.5600564631579,266.90781749841267,LEC
14,267.3686734239446,268.7034280747475,LEC
15,102.52746857847785,96.52282039363064,HAM
16,214.07550012383552,220.8600615684752,LEC
17,267.59949206349205,271.66216149893046,LEC
18,289.19134912645825,291.035291005291,LEC
19,300.84633759253035,302.5040850211018,LEC
20,304.26715686274514,308.65086553182596,LEC
21,286.7288428925647,283.02116540150377,HAM
22,155.38887761824088,153.28501171772163,HAM
23,228.7346136628036,232.90801271652174,LEC
24,273.89343869885806,275.9819488553579,LEC
