Minisector,HAM,VER,Fastest
0,289.6525622177417,286.934960551632,HAM
1,301.1042590035693,298.127696,HAM
2,307.2207214463325,303.60737957819845,HAM
3,309.0683174677555,303.85006246760224,HAM
4,181.8833228005788,190.9076958534947,VER
5,220.33622258325784,205.5030770080527,HAM
6,244.8087646984067,244.0489831048216,HAM
7,268.5934857058201,264.1933237220889,HAM
8,272.289271687105,278.28184283716587,VER
9,167.38442936512203,173.01997239656245,VER
10,233.12148498478433,223.6110746475615,HAM
11,145.24433920272176,150.57517906979356,VER
12,224.73103364809793,205.64076971353055,HAM
13,205.0212854940818,223.44814400147064,VER
14,213.81694803009614,197.36400869389732,HAM
15,246.49982717167345,247.6356842764412,VER
16,260.5763168341244,256.9721671933891,HAM
17,284.7989463363651,279.9943118814815,HAM
18,147.37171464486732,196.801649450626,VER
19,159.46250554992326,133.0727729767615,HAM
20,150.9988497913647,147.95229214359333,HAM
21,170.06077573787235,182.98303012085975,VER
22,121.23228875515468,122.59671489385718,VER
23,222.849425805403,205.28816654780357,HAM
24,274.58543984014545,260.72024970803113,HAM
25,,276.78275315139075,VER
