Minisector,VER,GAS,Fastest
0,303.12003966137564,307.237037037037,GAS
1,235.01940191281815,237.9873196057971,GAS
2,134.04375647943027,135.86198038563356,GAS
3,216.9146592884764,217.26046598095238,GAS
4,262.5338187161828,264.9892449515673,GAS
5,286.4318777989418,289.29851183068786,GAS
6,300.63898906865967,304.4843137254902,GAS
7,273.52916826666666,285.2321744590089,GAS
8,177.1596165848332,171.08694432,VER
9,242.38653051423915,236.76391304347825,VER
10,274.73399081704264,273.5622807017544,VER
11,265.50246881035275,262.4888888888889,VER
12,211.57788027553696,197.78358024691357,VER
13,128.98396101232447,131.14812748339142,GAS
14,126.33026788952381,121.66708773606861,VER
15,168.0394560655537,169.94978006040006,GAS
16,125.58959671760547,120.56331678405317,VER
17,232.1775355362319,222.541002719884,VER
18,191.39220068223787,190.53227509276897,VER
19,162.39848352323233,151.3581601951125,VER
20,247.52046249872416,244.90833333333333,VER
21,274.07870195048326,276.57826600039743,GAS
22,287.31798214736847,293.45462957037034,GAS
23,296.53564805079367,303.0273109243697,GAS
24,301.357903458201,308.13914111944644,GAS
25,,311.1778246218378,GAS
