Minisector,VER,PIA,Fastest
0,270.5256615556303,270.5912150537143,PIA
1,240.80448319117713,235.96959595158526,VER
2,121.73127766845856,113.8797675976784,VER
3,168.2604899474475,176.74976078845376,PIA
4,204.7560330541714,188.6303220057085,VER
5,197.10965954099234,190.54898929422222,VER
6,266.68534974107996,264.5373784040528,VER
7,285.70817600842105,286.9522337509297,PIA
8,244.5014225482581,220.83602260244285,VER
9,147.40556528519554,143.9494825711205,VER
10,108.50709242257278,110.81475840448813,PIA
11,149.0236579083833,148.11728475874483,VER
12,245.1244131326407,245.41913790539684,PIA
13,152.44429125265125,146.67170693997502,VER
14,148.7143302262735,141.13375381734556,VER
15,111.74649203222923,106.52554812039311,VER
16,215.41962198349205,217.89811847253335,PIA
17,241.89587724813427,226.59713851392289,VER
18,127.21624541598811,126.94855466846434,VER
19,241.53266784878798,240.7168500264391,VER
20,274.43593232761907,275.41047875829895,PIA
21,199.42178575581605,208.1463430122188,PIA
22,143.6141198010582,139.78450090204507,VER
23,220.54638967883602,210.5106880684643,VER
24,227.14213248,224.15563047297474,VER
25,252.6760084089238,255.12321462857142,PIA
