Minisector,VER,RIC,Fastest
0,299.38985811855906,312.24769650516885,RIC
1,232.77819925210332,227.99111393733511,VER
2,145.85752875365364,139.99060014146605,VER
3,226.2993035199823,225.35415434909137,VER
4,265.68559146564326,263.7891964509455,VER
5,288.57849752688765,288.42916613333335,VER
6,301.5858634694735,305.17983521493153,RIC
7,278.16715946666665,264.7485249115767,VER
8,181.9361517602096,174.7436793250928,VER
9,246.39267639258853,244.976638440051,VER
10,276.93487023058356,275.1665915707171,VER
11,271.0436795620214,256.7547177275071,VER
12,218.0600040879023,202.80995516634582,VER
13,135.78010992535638,127.82095686020484,VER
14,134.33396906077922,128.73363306580583,VER
15,166.91426992304028,162.2222307880892,VER
16,130.69690645369062,130.66550779750358,VER
17,235.17026572923973,227.22567366425474,VER
18,190.6671044448127,179.18299364882242,VER
19,172.5939828354786,171.28642771264416,VER
20,251.73602494187284,250.82679322411968,VER
21,280.68998715226274,277.6026940572373,VER
22,293.7989578666667,293.31852405587057,VER
23,302.25019820130694,303.2313120604466,RIC
24,304.76999992888886,309.3739969991832,RIC
25,306.0,,VER
