Minisector,HAM,BOT,Fastest
0,275.2705498617914,274.7262958341737,HAM
1,300.64130116923076,298.5689775219076,HAM
2,313.91932588698415,311.7969444977778,HAM
3,322.85633924568606,319.51645417142856,HAM
4,327.6526985567006,324.2341411918368,HAM
5,323.71471031292515,324.9509006863232,BOT
6,199.19629560154465,203.02518729696968,BOT
7,108.15533606027451,112.77184758741697,BOT
8,189.15306465988672,194.95297727867495,BOT
9,259.9743066074074,264.3576845275815,BOT
10,287.6915706986775,293.66328132380954,BOT
11,164.456479480776,165.91240233121803,BOT
12,97.3557124103671,101.9530919667374,BOT
13,118.78968274435182,119.70998510673951,BOT
14,222.6537276234241,224.82580256415608,BOT
15,190.18173619957528,199.1028570742857,BOT
16,221.8701485714286,238.34906039743154,BOT
17,179.86771849738258,193.45342748923272,BOT
18,236.44363081904763,246.28926550751396,BOT
19,278.8802326936934,283.8133937047619,BOT
20,241.28815859649126,261.2019608470588,BOT
21,144.36342722150482,147.1573729096393,BOT
22,100.6792310578748,101.88071241126792,BOT
23,127.54333302857142,131.31883807117623,BOT
24,228.55659236423375,230.55812581333333,BOT
25,259.28333226666666,,HAM
