Minisector,LEC,NOR,Fastest
0,117.09436384594466,233.98666680888888,NOR
1,146.60018370460494,184.60647810664076,NOR
2,166.17480401269842,216.86413989700762,NOR
3,106.0529579,261.4596146051282,NOR
4,144.34096543914265,289.7583862441559,NOR
5,195.3457164393851,308.3329240518992,NOR
6,153.95975569909567,318.36114681904763,NOR
7,140.83906153333334,293.20937573333333,NOR
8,143.8127265485781,149.92812644444444,NOR
9,144.18509663218737,177.07093886871425,NOR
10,182.5625706015319,242.55362604153092,NOR
11,152.4552532306218,277.8545128888889,NOR
12,148.3749981217391,298.21590836363634,NOR
13,184.42648965498842,311.752549142667,NOR
14,201.70889700947086,317.86733008047656,NOR
15,155.6184806995671,314.67424252121214,NOR
16,118.64945369011305,161.1286016,NOR
17,94.4375598737661,91.33990394228849,LEC
18,112.47154094812304,192.79626105396827,NOR
19,121.63846462528736,251.62502117251054,NOR
20,141.21260877523284,281.5708318222222,NOR
21,197.59208488515404,301.67041750594905,NOR
22,153.81595135934433,309.36309496796537,NOR
23,172.73148311289793,253.61007971868133,NOR
24,220.271092,111.75853973561509,LEC
25,,175.45328746666667,NOR
26,,237.2313876622222,NOR
27,,258.60503395555554,NOR
28,,217.28437613333332,NOR
29,,174.30104170666667,NOR
30,,210.1492282977256,NOR
31,,218.1851562452391,NOR
32,,212.60892772380953,NOR
33,,246.99468439727892,NOR
34,,267.6847249372243,NOR
35,,284.459452096321,NOR
36,,294.3142358222222,NOR
37,,295.2888904888889,NOR
38,,268.25,NOR
