Minisector,PER,OCO,Fastest
0,288.82853308071583,287.88482699298896,PER
1,298.4291073142857,298.8504388491228,OCO
2,304.0013157614035,302.7942984421053,PER
3,304.4677628631579,299.9652062933333,PER
4,186.168700079291,167.60123895727892,PER
5,215.18218406672534,201.86871107359397,PER
6,237.50316706133333,226.59823794871792,PER
7,265.5432805437317,261.18819492202334,PER
8,266.619008984853,245.412662784,PER
9,173.80569236539327,158.33963186343252,PER
10,235.359676382287,222.0132721777778,PER
11,137.46711516099506,129.85171172357846,PER
12,230.26137461807326,230.19209106197593,PER
13,203.3819635678034,179.84035803750555,PER
14,219.8184168605818,219.41245327869,PER
15,250.7146223436853,236.36320017670593,PER
16,265.25514614507495,259.2066298181818,PER
17,284.8651417591446,281.2475381333333,PER
18,174.51797878113325,151.94626857543858,PER
19,170.28878664113535,169.14261024879335,PER
20,149.87356527971056,143.38060372812578,PER
21,176.19009748414692,161.54254975341055,PER
22,121.43119791846837,113.59776894689126,PER
23,223.9222043629201,223.60857853907055,PER
24,270.7075739896141,267.79596916587474,PER
