Minisector,HAM,GAS,Fastest
0,284.43190435809527,291.39714902456143,GAS
1,286.6719298245614,296.8004638814815,GAS
2,173.94388992774083,169.55997679191918,HAM
3,221.28583737436367,222.94621467447175,GAS
4,269.0158588538273,273.1744385518044,GAS
5,287.07675413333334,294.10115733333333,GAS
6,285.83997499348374,301.3813597754386,GAS
7,185.53208320035077,174.73410295703005,HAM
8,124.02707968139033,123.20156499931633,HAM
9,244.77787377909976,247.79563443809525,GAS
10,277.47703418713,283.8455119672004,GAS
11,282.0217105403509,295.88352457898355,GAS
12,157.91879608790953,152.00645906615924,HAM
13,190.70285999685498,190.1625347958877,HAM
14,250.3551964074518,257.4170350294785,GAS
15,212.65466679466667,205.66668339141063,HAM
16,219.80863114611574,219.8417120533934,GAS
17,222.77554379130433,211.16556876659797,HAM
18,240.66108577264234,243.12694171468664,GAS
19,272.66228287857473,275.20375939849623,GAS
20,285.5491227508772,292.6741665947177,GAS
21,266.5488154452002,261.4992438733615,HAM
22,232.35018137971016,227.40194035299112,HAM
23,203.24230756923077,206.37327836540018,GAS
24,259.5032353106201,265.17142846984126,GAS
25,276.0375008,,HAM
