Minisector,SAI,ALB,Fastest
0,269.59007737111114,273.95173923942593,ALB
1,299.0105802171044,300.2049406552381,ALB
2,312.9809931831513,311.7335523646825,SAI
3,320.64539052,319.3948426505322,SAI
4,325.17952985738526,324.8205807397888,SAI
5,328.69567219563896,327.98650793650796,SAI
6,202.90973874271782,204.847274939327,ALB
7,102.78765021187627,104.38854427878735,ALB
8,178.61012385060124,180.5722125090313,ALB
9,260.83101451465154,260.6313175648133,SAI
10,291.55870543349204,290.3679394899911,SAI
11,155.79492488557023,148.43454405618488,SAI
12,91.33055443743604,96.01940575672006,ALB
13,111.37839271136714,110.05452225179818,SAI
14,219.81878024888888,211.302559386248,SAI
15,177.138199643327,181.4524327331626,ALB
16,216.07253080924306,217.98658691192745,ALB
17,169.76838459257863,165.93226362472012,SAI
18,237.1860282651462,243.37087077244277,ALB
19,281.9594015146858,277.37501680915824,SAI
20,252.96776054520055,247.53358714608183,SAI
21,145.59981635952593,144.8538206716985,SAI
22,95.5659930368383,91.79970768530048,SAI
23,120.6048890337733,122.11232531622954,ALB
24,224.39856053206128,222.59224547238733,SAI
25,256.6249984,,SAI
