Minisector,NOR,SAI,Fastest
0,285.37336053958876,297.81451284172334,SAI
1,296.2197883653184,315.4168167200571,SAI
2,301.1437603630476,318.5827730285714,SAI
3,295.8441432611241,318.21805546666667,SAI
4,203.11592877538462,185.1814264376081,NOR
5,225.47664005789622,220.86002526346005,NOR
6,270.12706903945576,268.3915048432468,NOR
7,269.36558773870536,262.93359662576444,NOR
8,202.01633612321604,192.79878070412835,NOR
9,148.71988647029778,136.77957523921,NOR
10,183.783324032,192.96699769920497,SAI
11,263.78149303299904,262.4262502,NOR
12,254.54569744969695,244.12654564247566,NOR
13,233.58602536019862,230.32840209493332,NOR
14,270.5549042707692,269.86637674126035,NOR
15,176.69246525746033,163.0646722703839,NOR
16,224.23617857697056,225.53138334672144,SAI
17,242.06728180102562,228.44620094660894,NOR
18,133.62784051263185,132.01861978324285,NOR
19,244.94368243501683,246.43495377676192,SAI
20,283.807190822924,287.23245583238094,SAI
21,251.02426859537414,233.16489077292698,NOR
22,144.98029314785492,138.4998947678986,NOR
23,218.07503671706726,215.87959775533042,NOR
24,269.58825350745,271.8112092082353,SAI
